a1,ex1,g1,8,large,0
a2,ex1,g55,108,large,0
a3,ex1,g50,163,large,0
a4,ex1,g9,194,heavy,0
a5,ex1,g10,249,heavy,0
a6,ex1,g13,264,large,0
a7,ex1,g15,351,large,0
a8,ex1,g17,446,heavy,0
a9,ex1,g21,462,heavy,0
a10,ex1,g23,511,large,0
a11,ex1,g26,596,heavy,0
a12,ex1,g29,677,heavy,0
a13,ex1,g33,775,large,0
a14,ex1,g40,780,large,0
a15,ex1,g43,844,large,0
a16,ex1,g49,855,large,0
d1,g1,ey1,3,large,120
d2,g66,ey1,93,heavy,120
d3,g62,ey1,149,large,120
d4,g6,ey1,190,large,120
d5,g56,ey1,262,heavy,120
d6,g11,ey1,316,heavy,120
d7,g13,ey1,347,large,120
d8,g52,ey1,415,large,120
d9,g18,ey1,433,large,120
d10,g46,ey1,491,heavy,120
d11,g40,ey1,572,large,120
d12,g22,ey1,575,large,120
d13,g36,ey1,664,large,120
d14,g24,ey1,718,large,120
d15,g32,ey1,791,large,120
d16,g27,ey1,851,heavy,120
