a1,ex2,E11,180,medium,0
a2,ex1,E4,360,heavy,0
a3,ex1,A14,540,heavy,0
a4,ex1,A4,1080,heavy,0
a5,ex1,B5,1620,jet,0
a6,ex2,B8,1800,medium,0
a7,ex1,B2,2040,jet,0
a8,ex2,A13,2160,medium,0
a9,ex1,B9,2340,heavy,0
a10,ex1,202,2580,heavy,0
a11,ex1,E22,2820,heavy,0
a12,ex1,F35,3060,heavy,0
a13,ex1,A2,3240,jet,0
a14,ex2,F30,3420,medium,0
d1,F31,ey1,0,heavy,120
d2,E10,ey1,300,heavy,120
d3,F54,ey1,420,heavy,120
d4,A12,ey1,480,heavy,120
d5,F36,ey2,660,medium,120
d6,B1,ey1,720,heavy,120
d7,F32,ey2,840,medium,120
d8,F37,ey2,900,medium,120
d9,F40,ey2,960,medium,120
d10,E5,ey2,1020,medium,120
d11,A18,ey2,1080,medium,120
d12,E27,ey2,1200,medium,120
d13,A15,ey2,1320,medium,120
d14,203,ey2,1380,medium,120
d15,F41,ey1,2160,heavy,120
d16,F56,ey2,2280,medium,120
d17,E6,ey2,2340,medium,120
d18,F59,ey1,2700,heavy,120
d19,A17,ey1,2940,heavy,120
d20,A20,ey2,3060,medium,120
d21,E1,ey2,3120,medium,120
d22,B10,ey2,3180,medium,120
d23,A11,ey1,3300,heavy,120
d24,B4,ey1,3360,heavy,120
d25,B3,ey2,3480,medium,120
d26,A5,ey2,3540,medium,120
