a1,ex2,B3,60,medium,0
a2,ex1,A15,240,heavy,0
a3,ex1,A13,300,heavy,0
a4,ex2,B7,540,medium,0
a5,ex1,A21,660,heavy,0
a6,ex1,B9,780,heavy,0
a7,ex2,A16,960,medium,0
a8,ex1,E11,1080,heavy,0
a9,ex2,F35,1260,medium,0
a10,ex2,F37,1380,medium,0
a11,ex1,E8,1500,heavy,0
a12,ex1,E20,1560,heavy,0
a13,ex2,A10,1680,medium,0
a14,ex1,A3,1740,heavy,0
a15,ex2,E7,1920,medium,0
a16,ex2,F36,2100,medium,0
a17,ex2,A12,2280,medium,0
a18,ex2,F30,2580,medium,0
a19,ex2,E1,2700,medium,0
a20,ex2,E6,2940,medium,0
a21,ex1,B1,3060,heavy,0
a22,ex2,F41,3120,medium,0
d1,200,ey1,60,heavy,120
d2,A5,ey1,120,jet,120
d3,B6,ey2,300,medium,120
d4,F40,ey2,420,medium,120
d5,E2,ey2,480,medium,120
d6,A14,ey1,600,heavy,120
d7,A18,ey2,720,medium,120
d8,E27,ey2,780,medium,120
d9,E26,ey2,900,medium,120
d10,E28,ey2,960,medium,120
d11,F56,ey2,1080,medium,120
d12,201,ey1,1140,heavy,120
d13,B5,ey1,1260,jet,120
d14,F60,ey1,1440,jet,120
d15,B2,ey2,1740,medium,120
d16,A4,ey1,1860,heavy,120
d17,E4,ey1,1980,heavy,120
d18,F34,ey2,2160,medium,120
d19,B10,ey2,2280,medium,120
d20,F58,ey1,2760,heavy,120
d21,B4,ey2,2880,medium,120
