a1,ex2,F35,120,medium,0
a2,ex1,A9,240,heavy,0
a3,ex2,F36,480,medium,0
a4,ex2,E2,780,medium,0
a5,ex1,A3,1020,heavy,0
a6,ex2,F32,1140,medium,0
a7,ex2,203,1260,medium,0
a8,ex2,B1,1380,medium,0
a9,ex2,A14,1440,medium,0
a10,ex2,B7,1500,medium,0
a11,ex1,E12,1680,heavy,0
a12,ex2,F54,1800,medium,0
a13,ex2,E7,1920,medium,0
a14,ex2,E1,2040,medium,0
a15,ex2,A5,2220,medium,0
a16,ex2,B6,2280,medium,0
a17,ex2,F31,2400,medium,0
a18,ex1,E3,2580,heavy,0
a19,ex1,F42,2640,heavy,0
a20,ex1,A2,2880,heavy,0
a21,ex2,E10,2880,medium,0
a22,ex2,202,3060,medium,0
a23,ex2,E28,3180,medium,0
a24,ex2,F37,3240,medium,0
a25,ex1,E22,3360,heavy,0
a26,ex1,A11,3480,jet,0
d1,B4,ey2,0,medium,120
d2,E5,ey1,300,heavy,120
d3,200,ey1,540,heavy,120
d4,F41,ey2,840,medium,120
d5,A15,ey2,900,medium,120
d6,A17,ey2,1020,medium,120
d7,A21,ey2,1140,medium,120
d8,A12,ey1,1200,heavy,120
d9,B2,ey1,1380,heavy,120
d10,A18,ey1,2040,heavy,120
d11,F58,ey1,2100,heavy,120
d12,B5,ey2,2280,medium,120
d13,A13,ey2,2340,medium,120
d14,A19,ey2,2400,medium,120
d15,F60,ey2,2520,medium,120
d16,B10,ey2,2640,medium,120
d17,B3,ey1,2700,heavy,120
d18,B9,ey1,3000,heavy,120
d19,A1,ey2,3120,medium,120
d20,E27,ey1,3180,heavy,120
d21,E26,ey1,3420,heavy,120
d22,B8,ey2,3540,medium,120
