a1,ex1,E1,240,heavy,0
a2,ex1,E5,300,jet,0
a3,ex1,E4,600,heavy,0
a4,ex1,B4,660,heavy,0
a5,ex1,A13,780,heavy,0
a6,ex1,B3,900,heavy,0
a7,ex2,B8,1140,medium,0
a8,ex1,E11,1800,jet,0
a9,ex1,F31,2640,heavy,0
a10,ex1,200,3000,heavy,0
a11,ex1,E3,3240,heavy,0
a12,ex1,A15,3360,heavy,0
a13,ex2,B7,3540,medium,0
d1,B6,ey2,0,medium,120
d2,E12,ey1,60,heavy,120
d3,F35,ey2,240,medium,120
d4,B2,ey1,360,heavy,120
d5,A4,ey2,480,medium,120
d6,201,ey1,540,heavy,120
d7,E10,ey2,660,medium,120
d8,A5,ey1,840,heavy,120
d9,202,ey2,960,medium,120
d10,B1,ey2,1500,medium,120
d11,A2,ey1,1860,heavy,120
d12,F60,ey1,1920,heavy,120
d13,A10,ey2,2100,medium,120
d14,F41,ey2,2160,medium,120
d15,F34,ey2,2280,medium,120
d16,A18,ey2,2400,medium,120
d17,F32,ey2,2520,medium,120
d18,B5,ey1,2580,heavy,120
d19,A11,ey1,2700,heavy,120
d20,E27,ey2,2820,medium,120
d21,F40,ey2,2940,medium,120
d22,A9,ey2,3000,medium,120
d23,A1,ey1,3120,heavy,120
d24,A19,ey1,3240,heavy,120
d25,F50,ey2,3360,medium,120
d26,B9,ey1,3420,heavy,120
d27,B10,ey1,3480,heavy,120
