a1,ex1,E20,60,heavy,0
a2,ex2,F37,240,medium,0
a3,ex2,A17,360,medium,0
a4,ex2,B7,420,medium,0
a5,ex2,A13,600,medium,0
a6,ex2,F59,720,medium,0
a7,ex1,F31,780,heavy,0
a8,ex2,200,960,medium,0
a9,ex1,A14,1080,heavy,0
a10,ex2,F30,1200,medium,0
a11,ex2,F36,1320,medium,0
a12,ex2,F54,1500,medium,0
a13,ex2,F35,1620,medium,0
a14,ex1,E22,1680,heavy,0
a15,ex2,A19,1800,medium,0
a16,ex1,A2,1920,jet,0
a17,ex2,A9,2160,medium,0
a18,ex1,E10,2220,heavy,0
a19,ex2,E5,2400,medium,0
a20,ex1,A15,2520,heavy,0
a21,ex1,203,2640,heavy,0
a22,ex2,F41,2700,medium,0
a23,ex2,B8,2760,medium,0
a24,ex2,E6,2880,medium,0
a25,ex2,F40,3180,medium,0
a26,ex1,A21,3300,heavy,0
a27,ex2,201,3420,medium,0
a28,ex2,A11,3540,medium,0
a29,ex1,F60,3540,heavy,0
d1,E4,ey2,0,medium,120
d2,E24,ey2,120,medium,120
d3,B2,ey1,360,heavy,120
d4,B1,ey2,540,medium,120
d5,F34,ey2,600,medium,120
d6,B6,ey2,660,medium,120
d7,E28,ey1,780,heavy,120
d8,E2,ey1,840,heavy,120
d9,B9,ey2,1020,medium,120
d10,A12,ey1,1080,heavy,120
d11,B4,ey2,1200,medium,120
d12,E26,ey1,1680,heavy,120
d13,A5,ey2,1800,medium,120
d14,B3,ey1,1920,heavy,120
d15,A1,ey2,2100,medium,120
d16,B5,ey1,2160,heavy,120
d17,A3,ey2,2280,medium,120
d18,B10,ey2,2460,medium,120
d19,A18,ey1,2520,heavy,120
