a1,ex1,F41,60,heavy,0
a2,ex2,F37,180,medium,0
a3,ex2,F36,240,medium,0
a4,ex1,A11,360,heavy,0
a5,ex2,A1,480,medium,0
a6,ex2,F59,600,medium,0
a7,ex2,A18,660,medium,0
a8,ex2,E8,840,medium,0
a9,ex1,E26,900,heavy,0
a10,ex2,E3,1080,medium,0
a11,ex2,B5,1140,medium,0
a12,ex1,F54,1260,heavy,0
a13,ex2,F30,1320,medium,0
a14,ex1,A16,1440,heavy,0
a15,ex1,E24,1560,heavy,0
a16,ex2,E22,1620,medium,0
a17,ex1,E1,1800,heavy,0
a18,ex2,E6,1860,medium,0
a19,ex1,201,2460,heavy,0
a20,ex2,F32,2640,medium,0
a21,ex2,E11,2700,medium,0
a22,ex1,A14,3060,heavy,0
a23,ex1,E27,3180,heavy,0
a24,ex1,A2,3300,heavy,0
a25,ex2,E7,3480,medium,0
a26,ex2,B6,3600,medium,0
d1,A13,ey1,180,heavy,120
d2,F52,ey2,300,medium,120
d3,A21,ey2,360,medium,120
d4,202,ey1,420,heavy,120
d5,B9,ey2,600,medium,120
d6,A3,ey2,660,medium,120
d7,A9,ey2,780,medium,120
d8,F35,ey2,900,medium,120
d9,B8,ey2,960,medium,120
d10,B10,ey1,1080,heavy,120
d11,A20,ey2,1380,medium,120
d12,B3,ey1,1500,heavy,120
d13,F60,ey1,1620,jet,120
d14,A12,ey2,1680,medium,120
d15,203,ey1,1920,heavy,120
d16,A5,ey1,2040,jet,120
d17,B7,ey2,2220,medium,120
d18,B2,ey1,2280,heavy,120
d19,E2,ey1,2340,heavy,120
d20,A15,ey2,2580,medium,120
d21,B1,ey2,2760,medium,120
d22,B4,ey2,2880,medium,120
