a1,ex2,F58,0,medium,0
a2,ex2,E20,120,medium,0
a3,ex2,A17,240,medium,0
a4,ex2,F34,420,medium,0
a5,ex2,F33,480,medium,0
a6,ex1,F31,600,heavy,0
a7,ex2,A20,720,medium,0
a8,ex1,A11,900,heavy,0
a9,ex2,B6,1020,medium,0
a10,ex2,B5,1080,medium,0
a11,ex2,A15,1140,medium,0
a12,ex1,E11,1260,heavy,0
a13,ex1,A10,1440,heavy,0
a14,ex1,E8,1560,heavy,0
a15,ex2,E3,1680,medium,0
a16,ex2,E6,1860,medium,0
a17,ex2,F40,1860,medium,0
a18,ex2,F60,1980,medium,0
a19,ex1,F36,2100,heavy,0
a20,ex2,E4,2280,medium,0
a21,ex1,E24,2340,heavy,0
a22,ex2,F56,2580,medium,0
a23,ex1,A12,2640,heavy,0
a24,ex2,A2,2820,medium,0
a25,ex2,A16,3000,medium,0
a26,ex1,A5,3120,heavy,0
a27,ex1,B10,3180,heavy,0
a28,ex1,203,3300,heavy,0
a29,ex2,F30,3360,medium,0
a30,ex1,A9,3540,heavy,0
d1,F52,ey2,60,medium,120
d2,A19,ey2,120,medium,120
d3,A21,ey2,240,medium,120
d4,F41,ey1,300,heavy,120
d5,B2,ey2,540,medium,120
d6,B9,ey2,660,medium,120
d7,E28,ey1,780,heavy,120
d8,E27,ey2,840,medium,120
d9,B7,ey2,960,medium,120
d10,A1,ey1,1080,jet,120
d11,E1,ey2,1260,medium,120
d12,A3,ey2,1380,medium,120
d13,B8,ey1,1440,heavy,120
d14,200,ey1,1560,heavy,120
d15,B3,ey1,1680,heavy,120
d16,B4,ey2,1920,medium,120
d17,B1,ey1,2040,jet,120
d18,202,ey2,2220,medium,120
