a1,ex1,A4,0,jet,0
a2,ex1,E5,180,heavy,0
a3,ex1,A13,360,heavy,0
a4,ex1,E22,600,heavy,0
a5,ex2,B9,720,medium,0
a6,ex1,B10,960,heavy,0
a7,ex1,F40,1140,heavy,0
a8,ex1,A3,1320,heavy,0
a9,ex1,B7,1500,jet,0
a10,ex1,F52,1860,heavy,0
a11,ex2,A16,1980,medium,0
a12,ex1,F54,2280,heavy,0
a13,ex1,F41,2520,heavy,0
a14,ex1,A14,2880,heavy,0
a15,ex1,E3,3000,heavy,0
a16,ex1,B4,3120,jet,0
a17,ex1,E11,3240,heavy,0
a18,ex1,E27,3540,heavy,0
d1,202,ey1,60,heavy,120
d2,F32,ey1,300,heavy,120
d3,F60,ey1,480,heavy,120
d4,E10,ey2,660,medium,120
d5,A9,ey1,780,heavy,120
d6,F33,ey2,900,medium,120
d7,A21,ey1,960,heavy,120
d8,200,ey1,1080,heavy,120
d9,F31,ey2,1200,medium,120
d10,B8,ey2,1380,medium,120
d11,B1,ey2,1560,medium,120
d12,A20,ey2,1680,medium,120
d13,E2,ey2,1860,medium,120
d14,F30,ey2,1920,medium,120
d15,E4,ey1,2040,heavy,120
d16,F36,ey2,2160,medium,120
d17,A12,ey2,2280,medium,120
d18,F59,ey2,2340,medium,120
d19,A18,ey2,2460,medium,120
d20,A1,ey2,2520,medium,120
d21,A15,ey2,2580,medium,120
d22,B6,ey2,2700,medium,120
d23,201,ey1,2700,heavy,120
d24,B5,ey2,2820,medium,120
d25,B2,ey2,2940,medium,120
d26,A11,ey2,3000,medium,120
d27,E28,ey1,3120,heavy,120
d28,A2,ey2,3240,medium,120
d29,B3,ey2,3360,medium,120
d30,E26,ey1,3420,heavy,120
