a1,ex1,A13,0,heavy,0
a2,ex1,F31,180,heavy,0
a3,ex1,A19,300,heavy,0
a4,ex1,A11,420,heavy,0
a5,ex2,A18,1500,medium,0
a6,ex2,B10,1680,medium,0
a7,ex1,B9,1860,heavy,0
a8,ex1,B8,2040,heavy,0
a9,ex1,B4,2220,jet,0
a10,ex1,A4,2340,jet,0
a11,ex2,F54,2520,medium,0
a12,ex1,E28,2880,heavy,0
a13,ex2,E2,3060,medium,0
a14,ex1,B6,3300,heavy,0
a15,ex1,E11,3420,heavy,0
d1,A20,ey1,180,heavy,120
d2,F41,ey2,360,medium,120
d3,F35,ey1,480,heavy,120
d4,F37,ey1,600,heavy,120
d5,A3,ey2,780,medium,120
d6,A5,ey2,1020,medium,120
d7,F59,ey1,1200,heavy,120
d8,F34,ey2,1320,medium,120
d9,A2,ey1,1440,heavy,120
d10,A14,ey2,1560,medium,120
d11,B3,ey2,1980,medium,120
d12,E27,ey1,2100,heavy,120
d13,E1,ey2,2220,medium,120
d14,F33,ey2,2580,medium,120
d15,A1,ey2,2640,medium,120
d16,E22,ey1,2640,heavy,120
d17,F42,ey2,2760,medium,120
d18,F58,ey2,2880,medium,120
d19,B2,ey1,3000,heavy,120
d20,E5,ey1,3120,heavy,120
d21,E20,ey2,3240,medium,120
d22,E7,ey1,3300,heavy,120
d23,E4,ey1,3540,heavy,120
