a1,ex1,A20,480,heavy,0
a2,ex2,F50,600,medium,0
a3,ex1,F54,780,heavy,0
a4,ex1,F35,900,heavy,0
a5,ex1,203,1020,heavy,0
a6,ex1,A13,1200,heavy,0
a7,ex2,B9,1380,medium,0
a8,ex1,E5,1500,jet,0
a9,ex1,B8,1620,heavy,0
a10,ex2,E12,1740,medium,0
a11,ex2,F36,1860,medium,0
a12,ex1,B7,1980,heavy,0
a13,ex2,B3,2220,medium,0
a14,ex1,E3,2580,heavy,0
a15,ex2,E7,2640,medium,0
a16,ex1,F58,3180,heavy,0
d1,A4,ey1,180,heavy,120
d2,F34,ey2,300,medium,120
d3,E28,ey2,420,medium,120
d4,E20,ey1,540,heavy,120
d5,F56,ey2,720,medium,120
d6,A14,ey2,960,medium,120
d7,E1,ey1,1080,heavy,120
d8,B6,ey2,1200,medium,120
d9,F40,ey2,1320,medium,120
d10,A2,ey1,1380,heavy,120
d11,A16,ey1,1500,heavy,120
d12,A17,ey2,1560,medium,120
d13,A3,ey2,1980,medium,120
d14,F30,ey2,2040,medium,120
d15,A21,ey2,2160,medium,120
d16,E8,ey2,2160,medium,120
d17,201,ey2,2280,medium,120
d18,F41,ey2,2400,medium,120
d19,A12,ey2,2460,medium,120
d20,202,ey1,2580,heavy,120
d21,B2,ey2,2760,medium,120
d22,A11,ey2,2820,medium,120
d23,F31,ey1,3000,heavy,120
d24,A19,ey1,3240,heavy,120
d25,E26,ey1,3360,heavy,120
d26,A9,ey1,3420,heavy,120
d27,A1,ey1,3540,heavy,120
