a1,ex1,B7,60,jet,0
a2,ex1,F36,300,heavy,0
a3,ex1,F60,600,heavy,0
a4,ex2,B8,1140,medium,0
a5,ex1,F42,1320,jet,0
a6,ex1,A21,1560,heavy,0
a7,ex1,B5,1680,jet,0
a8,ex2,A13,1920,medium,0
a9,ex2,B3,2100,medium,0
a10,ex2,E6,2700,medium,0
a11,ex1,A20,3180,heavy,0
d1,F52,ey2,0,medium,120
d2,B6,ey1,180,heavy,120
d3,E8,ey1,300,heavy,120
d4,E1,ey2,420,medium,120
d5,203,ey1,480,heavy,120
d6,201,ey1,660,heavy,120
d7,E26,ey2,780,medium,120
d8,A16,ey2,900,medium,120
d9,B10,ey2,960,medium,120
d10,E20,ey2,1080,medium,120
d11,A2,ey2,1200,medium,120
d12,200,ey2,1560,medium,120
d13,F34,ey1,1680,heavy,120
d14,F41,ey2,1800,medium,120
d15,E27,ey1,1860,heavy,120
d16,F35,ey2,1980,medium,120
d17,A5,ey2,2040,medium,120
d18,E4,ey1,2160,heavy,120
d19,F58,ey2,2220,medium,120
d20,A12,ey2,2340,medium,120
d21,E10,ey2,2340,medium,120
d22,F30,ey2,2460,medium,120
d23,A14,ey1,2580,heavy,120
d24,A15,ey1,2820,heavy,120
d25,F59,ey1,2940,heavy,120
d26,E28,ey1,3120,heavy,120
d27,A3,ey2,3240,medium,120
d28,A11,ey2,3360,medium,120
d29,E5,ey2,3420,medium,120
d30,A18,ey2,3540,medium,120
