a1,ex2,E24,0,medium,0
a2,ex2,A18,360,medium,0
a3,ex1,F50,540,heavy,0
a4,ex2,A3,660,medium,0
a5,ex1,B3,720,heavy,0
a6,ex2,E1,840,medium,0
a7,ex1,B6,960,heavy,0
a8,ex2,F59,1140,medium,0
a9,ex2,E2,1200,medium,0
a10,ex2,A9,1320,medium,0
a11,ex2,A21,1380,medium,0
a12,ex2,B4,1440,medium,0
a13,ex1,F41,1560,heavy,0
a14,ex2,E6,1680,medium,0
a15,ex2,A14,1860,medium,0
a16,ex1,B1,1920,heavy,0
a17,ex1,E20,2040,heavy,0
a18,ex2,F37,2160,medium,0
a19,ex1,A10,2220,heavy,0
a20,ex2,B8,2340,medium,0
a21,ex2,E10,2460,medium,0
a22,ex1,B5,2580,heavy,0
a23,ex2,E5,2760,medium,0
a24,ex2,A1,2880,medium,0
a25,ex1,F31,3060,heavy,0
a26,ex1,A11,3240,heavy,0
a27,ex2,F34,3360,medium,0
a28,ex2,F35,3420,medium,0
a29,ex2,201,3540,medium,0
d1,F60,ey1,300,heavy,120
d2,A2,ey2,420,medium,120
d3,A17,ey2,540,medium,120
d4,A20,ey1,600,heavy,120
d5,B2,ey1,720,jet,120
d6,B7,ey1,960,jet,120
d7,A12,ey1,1020,jet,120
d8,E7,ey1,1200,heavy,120
d9,200,ey2,1320,medium,120
d10,F54,ey1,1620,heavy,120
d11,A5,ey1,1740,heavy,120
d12,203,ey2,1860,medium,120
d13,A15,ey2,1920,medium,120
d14,E8,ey1,2280,heavy,120
d15,E27,ey2,2400,medium,120
d16,F33,ey2,3180,medium,120
d17,E26,ey2,3240,medium,120
d18,B10,ey1,3420,heavy,120
d19,B9,ey1,3540,heavy,120
