a1,ex2,E26,60,medium,0
a2,ex2,B5,180,medium,0
a3,ex1,F34,300,heavy,0
a4,ex1,E11,360,heavy,0
a5,ex2,B10,540,medium,0
a6,ex1,A14,660,heavy,0
a7,ex2,A13,780,medium,0
a8,ex2,E7,840,medium,0
a9,ex2,F30,960,medium,0
a10,ex2,A9,1200,medium,0
a11,ex2,F56,1380,medium,0
a12,ex1,E27,1500,heavy,0
a13,ex2,A17,1620,medium,0
a14,ex2,A18,1740,medium,0
a15,ex2,F32,1860,medium,0
a16,ex1,F60,1980,heavy,0
a17,ex2,E1,2160,medium,0
a18,ex1,F54,2220,heavy,0
a19,ex2,F33,2400,medium,0
a20,ex1,A5,2520,jet,0
a21,ex2,F42,2700,medium,0
a22,ex1,E5,2820,heavy,0
a23,ex2,B8,2880,medium,0
a24,ex2,B9,3000,medium,0
a25,ex2,E6,3060,medium,0
a26,ex2,B6,3180,medium,0
a27,ex2,A16,3300,medium,0
a28,ex2,E8,3420,medium,0
a29,ex2,E2,3540,medium,0
a30,ex1,A10,3600,heavy,0
d1,F41,ey1,60,heavy,120
d2,E22,ey2,240,medium,120
d3,E24,ey1,300,heavy,120
d4,A1,ey1,360,heavy,120
d5,B3,ey2,540,medium,120
d6,B7,ey2,600,medium,120
d7,A19,ey1,1080,heavy,120
d8,200,ey2,1440,medium,120
d9,F37,ey2,1560,medium,120
d10,201,ey2,1620,medium,120
d11,A4,ey2,1740,medium,120
d12,B4,ey2,1800,medium,120
d13,A12,ey1,1920,heavy,120
d14,B2,ey2,2400,medium,120
d15,A2,ey2,2760,medium,120
d16,203,ey2,2880,medium,120
d17,A21,ey2,3180,medium,120
d18,B1,ey2,3240,medium,120
