a1,ex2,F36,0,medium,0
a2,ex2,E2,120,medium,0
a3,ex1,A4,180,heavy,0
a4,ex1,E4,240,heavy,0
a5,ex2,B6,360,medium,0
a6,ex2,202,600,medium,0
a7,ex1,F35,720,heavy,0
a8,ex1,A18,900,heavy,0
a9,ex2,F59,1080,medium,0
a10,ex2,E1,1200,medium,0
a11,ex1,A10,1320,heavy,0
a12,ex2,F50,1560,medium,0
a13,ex2,F58,1740,medium,0
a14,ex2,A16,1920,medium,0
a15,ex1,A14,1980,heavy,0
a16,ex2,E28,2100,medium,0
a17,ex1,F31,2220,heavy,0
a18,ex1,203,2400,heavy,0
a19,ex2,F32,2460,medium,0
a20,ex2,B3,2520,medium,0
a21,ex2,E10,2640,medium,0
a22,ex2,200,2760,medium,0
a23,ex1,B9,2880,heavy,0
a24,ex2,B4,2940,medium,0
a25,ex1,B1,3000,heavy,0
a26,ex2,A15,3060,medium,0
a27,ex1,A21,3180,heavy,0
a28,ex2,B8,3480,medium,0
d1,E20,ey2,60,medium,120
d2,F52,ey1,180,heavy,120
d3,F60,ey2,360,medium,120
d4,E22,ey2,420,medium,120
d5,B7,ey2,480,medium,120
d6,F40,ey1,540,jet,120
d7,A5,ey2,720,medium,120
d8,E27,ey2,840,medium,120
d9,E5,ey1,900,heavy,120
d10,B5,ey1,1080,jet,120
d11,A3,ey1,1140,jet,120
d12,E26,ey2,1320,medium,120
d13,A2,ey1,1440,heavy,120
d14,A11,ey1,1500,heavy,120
d15,E7,ey1,1620,heavy,120
d16,A1,ey1,1620,heavy,120
d17,A19,ey1,1800,heavy,120
d18,A12,ey2,1920,medium,120
d19,B10,ey1,1980,heavy,120
d20,B2,ey1,2100,heavy,120
