a1,ex1,A11,0,heavy,0
a2,ex1,F41,240,heavy,0
a3,ex1,A5,540,jet,0
a4,ex1,F54,660,heavy,0
a5,ex1,F31,900,heavy,0
a6,ex1,E1,1320,heavy,0
a7,ex1,B3,1500,heavy,0
a8,ex1,E22,1620,heavy,0
a9,ex1,A10,1740,jet,0
a10,ex2,B10,1980,medium,0
a11,ex1,F35,2100,heavy,0
a12,ex1,E24,2220,heavy,0
a13,ex2,A17,2760,medium,0
d1,B8,ey1,300,heavy,120
d2,F58,ey1,780,heavy,120
d3,E11,ey2,960,medium,120
d4,F30,ey2,1080,medium,120
d5,E4,ey1,1140,heavy,120
d6,E10,ey2,1260,medium,120
d7,203,ey1,1320,heavy,120
d8,F33,ey1,1440,heavy,120
d9,E6,ey2,1980,medium,120
d10,A20,ey2,2100,medium,120
d11,F37,ey2,2160,medium,120
d12,E5,ey2,2280,medium,120
d13,B4,ey2,2340,medium,120
d14,F42,ey2,2400,medium,120
d15,200,ey2,2520,medium,120
d16,F36,ey2,2580,medium,120
d17,B5,ey2,2700,medium,120
d18,B7,ey2,2820,medium,120
d19,E26,ey2,2940,medium,120
d20,A19,ey2,3060,medium,120
d21,F60,ey2,3120,medium,120
d22,A3,ey2,3240,medium,120
d23,A14,ey2,3300,medium,120
