a1,ex1,B2,0,heavy,0
a2,ex1,E26,60,heavy,0
a3,ex2,A17,180,medium,0
a4,ex2,F37,300,medium,0
a5,ex2,E8,360,medium,0
a6,ex2,E7,540,medium,0
a7,ex2,F41,540,medium,0
a8,ex1,B4,660,heavy,0
a9,ex2,B3,840,medium,0
a10,ex2,F30,900,medium,0
a11,ex2,A16,1020,medium,0
a12,ex2,B8,1080,medium,0
a13,ex1,F34,1200,heavy,0
a14,ex2,F50,1320,medium,0
a15,ex2,A1,1440,medium,0
a16,ex2,E6,1560,medium,0
a17,ex2,A15,1680,medium,0
a18,ex2,A12,1740,medium,0
a19,ex1,A13,1920,heavy,0
a20,ex2,E27,2160,medium,0
a21,ex2,E3,2340,medium,0
a22,ex2,A18,2460,medium,0
a23,ex2,F35,2580,medium,0
a24,ex1,A4,2700,jet,0
a25,ex1,F54,2760,heavy,0
a26,ex1,E1,2880,heavy,0
a27,ex2,B6,3000,medium,0
a28,ex2,B5,3120,medium,0
a29,ex1,A11,3240,heavy,0
a30,ex1,A20,3300,heavy,0
a31,ex2,E12,3420,medium,0
a32,ex1,F59,3540,heavy,0
d1,201,ey1,0,heavy,120
d2,F36,ey2,120,medium,120
d3,E20,ey1,600,heavy,120
d4,F58,ey1,600,heavy,120
d5,B10,ey2,780,medium,120
d6,A21,ey2,960,medium,120
d7,A2,ey2,1080,medium,120
d8,A3,ey2,1140,medium,120
d9,B9,ey1,1200,heavy,120
d10,A9,ey1,1440,heavy,120
d11,E24,ey2,1680,medium,120
d12,B1,ey2,1800,medium,120
d13,203,ey2,1980,medium,120
d14,E2,ey2,2220,medium,120
d15,B7,ey1,2340,heavy,120
d16,200,ey2,2400,medium,120
