a1,ex2,A3,0,medium,0
a2,ex2,F33,120,medium,0
a3,ex1,A12,240,heavy,0
a4,ex2,F35,240,medium,0
a5,ex1,E4,360,heavy,0
a6,ex1,E26,480,heavy,0
a7,ex2,F58,600,medium,0
a8,ex2,B9,720,medium,0
a9,ex2,E28,780,medium,0
a10,ex2,A1,960,medium,0
a11,ex2,A11,1440,medium,0
a12,ex2,F30,1560,medium,0
a13,ex2,E27,1680,medium,0
a14,ex1,A9,1740,heavy,0
a15,ex2,F41,1920,medium,0
a16,ex2,A2,1980,medium,0
a17,ex2,B2,2100,medium,0
a18,ex1,F60,2160,heavy,0
a19,ex2,F52,2340,medium,0
a20,ex2,A19,2460,medium,0
a21,ex2,F37,2580,medium,0
a22,ex2,A18,2820,medium,0
a23,ex1,B8,2940,heavy,0
a24,ex1,E8,3120,heavy,0
a25,ex2,E2,3120,medium,0
a26,ex2,B6,3180,medium,0
a27,ex1,F59,3360,heavy,0
a28,ex2,E6,3420,medium,0
a29,ex1,A4,3540,jet,0
d1,E10,ey2,120,medium,120
d2,A13,ey1,360,heavy,120
d3,E20,ey1,480,heavy,120
d4,E1,ey2,600,medium,120
d5,B3,ey2,1260,medium,120
d6,B4,ey2,1320,medium,120
d7,E5,ey1,1440,heavy,120
d8,201,ey1,1500,heavy,120
d9,F34,ey2,1620,medium,120
d10,A20,ey2,1800,medium,120
d11,A17,ey2,2220,medium,120
d12,A14,ey1,2460,heavy,120
d13,A16,ey1,2640,heavy,120
d14,200,ey2,2880,medium,120
d15,B10,ey1,3180,heavy,120
d16,B1,ey2,3480,medium,120
d17,B7,ey1,3540,heavy,120
