a1,ex1,F52,0,heavy,0
a2,ex1,F40,180,heavy,0
a3,ex1,F58,240,heavy,0
a4,ex2,E10,360,medium,0
a5,ex1,E4,480,heavy,0
a6,ex2,F37,600,medium,0
a7,ex2,E27,600,medium,0
a8,ex2,E11,780,medium,0
a9,ex2,E2,840,medium,0
a10,ex1,F30,960,heavy,0
a11,ex2,E1,1080,medium,0
a12,ex2,B2,1200,medium,0
a13,ex2,E7,1200,medium,0
a14,ex2,A17,1260,medium,0
a15,ex2,A19,1440,medium,0
a16,ex2,A3,1620,medium,0
a17,ex1,B5,1740,heavy,0
a18,ex1,A10,1860,heavy,0
a19,ex2,F59,1920,medium,0
a20,ex2,A14,2160,medium,0
a21,ex2,A1,2520,medium,0
a22,ex2,F32,2640,medium,0
a23,ex2,A12,2760,medium,0
a24,ex2,B10,2880,medium,0
a25,ex1,A13,3000,heavy,0
a26,ex2,B9,3120,medium,0
a27,ex2,E6,3240,medium,0
a28,ex2,F36,3300,medium,0
a29,ex2,F54,3480,medium,0
a30,ex1,E12,3540,jet,0
d1,B4,ey1,0,heavy,120
d2,F33,ey1,60,heavy,120
d3,B7,ey2,300,medium,120
d4,A9,ey2,360,medium,120
d5,A21,ey2,420,medium,120
d6,A5,ey2,540,medium,120
d7,B8,ey1,720,heavy,120
d8,A20,ey2,900,medium,120
d9,200,ey2,960,medium,120
d10,B3,ey2,1020,medium,120
d11,201,ey1,1080,heavy,120
d12,B6,ey1,1140,heavy,120
d13,202,ey2,1440,medium,120
d14,E28,ey1,1500,heavy,120
d15,A16,ey1,1680,heavy,120
d16,E24,ey2,1800,medium,120
d17,B1,ey2,2040,medium,120
d18,A2,ey2,2280,medium,120
