a1,ex1,E3,240,heavy,0
a2,ex1,A13,600,heavy,0
a3,ex1,F31,780,heavy,0
a4,ex1,B3,960,heavy,0
a5,ex2,B7,1140,medium,0
a6,ex1,F42,1320,heavy,0
a7,ex1,A1,1440,heavy,0
a8,ex1,B5,1560,jet,0
a9,ex2,B6,1800,medium,0
a10,ex1,F58,1980,heavy,0
a11,ex1,B4,2100,jet,0
a12,ex2,A17,2580,medium,0
a13,ex1,E8,2820,heavy,0
a14,ex1,B8,3000,heavy,0
a15,ex2,E7,3180,medium,0
a16,ex1,A11,3300,heavy,0
a17,ex1,E26,3420,heavy,0
a18,ex1,F33,3540,heavy,0
d1,E11,ey1,120,heavy,120
d2,E22,ey1,300,heavy,120
d3,E2,ey2,660,medium,120
d4,F60,ey1,900,heavy,120
d5,A20,ey2,1320,medium,120
d6,A21,ey2,1440,medium,120
d7,202,ey2,1500,medium,120
d8,203,ey1,1680,heavy,120
d9,F34,ey2,1860,medium,120
d10,B2,ey1,2160,heavy,120
d11,F32,ey2,2280,medium,120
d12,B9,ey2,2400,medium,120
d13,A15,ey2,2460,medium,120
d14,F40,ey2,2640,medium,120
d15,A16,ey2,2760,medium,120
d16,F54,ey1,2820,heavy,120
d17,A10,ey2,2940,medium,120
d18,E4,ey2,3060,medium,120
d19,E24,ey1,3120,heavy,120
d20,F30,ey1,3240,heavy,120
d21,F50,ey2,3360,medium,120
d22,A9,ey1,3420,heavy,120
