a1,ex2,F34,0,medium,0
a2,ex1,F31,120,heavy,0
a3,ex2,F30,240,medium,0
a4,ex2,F36,360,medium,0
a5,ex2,A11,480,medium,0
a6,ex1,F33,480,heavy,0
a7,ex2,E7,780,medium,0
a8,ex2,A3,1080,medium,0
a9,ex1,F42,1260,heavy,0
a10,ex2,F50,1380,medium,0
a11,ex2,E2,1560,medium,0
a12,ex2,F37,1680,medium,0
a13,ex2,E24,1980,medium,0
a14,ex1,E20,2220,heavy,0
a15,ex2,A4,2340,medium,0
a16,ex2,A16,2520,medium,0
a17,ex1,E11,2640,heavy,0
a18,ex1,E26,2700,heavy,0
a19,ex2,A14,2880,medium,0
a20,ex2,B6,3000,medium,0
a21,ex2,A20,3120,medium,0
a22,ex2,200,3180,medium,0
a23,ex1,B4,3300,jet,0
a24,ex1,E4,3420,heavy,0
a25,ex2,A12,3420,medium,0
a26,ex2,A15,3600,medium,0
d1,E3,ey2,60,medium,120
d2,A13,ey1,120,heavy,120
d3,F54,ey2,540,medium,120
d4,A2,ey2,780,medium,120
d5,E27,ey1,960,heavy,120
d6,203,ey2,1080,medium,120
d7,F59,ey2,1560,medium,120
d8,F56,ey1,1620,heavy,120
d9,201,ey2,1740,medium,120
d10,E8,ey1,1860,heavy,120
d11,A21,ey1,1980,heavy,120
d12,A18,ey2,2100,medium,120
d13,B7,ey2,2220,medium,120
d14,B10,ey2,2340,medium,120
d15,B1,ey2,2460,medium,120
d16,B3,ey1,2520,heavy,120
d17,B2,ey2,2700,medium,120
d18,A5,ey2,2760,medium,120
d19,B9,ey2,2880,medium,120
d20,B8,ey2,2940,medium,120
d21,A1,ey1,3000,heavy,120
d22,B5,ey1,3240,heavy,120
