a1,ex2,A17,60,medium,0
a2,ex2,B4,240,medium,0
a3,ex1,E5,420,heavy,0
a4,ex1,203,540,heavy,0
a5,ex2,E1,660,medium,0
a6,ex1,A11,780,heavy,0
a7,ex2,A16,960,medium,0
a8,ex2,A13,1080,medium,0
a9,ex1,F37,1140,heavy,0
a10,ex1,F58,1440,heavy,0
a11,ex2,E4,1500,medium,0
a12,ex2,E28,1560,medium,0
a13,ex2,B8,1620,medium,0
a14,ex2,E12,2160,medium,0
a15,ex2,F40,2220,medium,0
a16,ex2,A14,2280,medium,0
a17,ex1,B10,2340,heavy,0
a18,ex2,F35,2460,medium,0
a19,ex1,A9,2580,heavy,0
a20,ex2,F50,2760,medium,0
a21,ex2,F36,2820,medium,0
a22,ex2,F30,2940,medium,0
a23,ex1,A10,3060,heavy,0
a24,ex1,F59,3180,heavy,0
a25,ex2,201,3300,medium,0
a26,ex1,E11,3480,heavy,0
a27,ex2,B3,3600,medium,0
d1,F34,ey2,0,medium,120
d2,E8,ey2,60,medium,120
d3,F56,ey1,180,heavy,120
d4,F31,ey2,420,medium,120
d5,A21,ey2,480,medium,120
d6,B7,ey2,600,medium,120
d7,E6,ey2,660,medium,120
d8,A4,ey1,780,heavy,120
d9,B6,ey1,960,heavy,120
d10,A18,ey2,1080,medium,120
d11,202,ey1,1140,heavy,120
d12,A3,ey1,1260,jet,120
d13,A1,ey1,1560,jet,120
d14,B5,ey2,1740,medium,120
d15,B2,ey1,1800,heavy,120
d16,A2,ey2,1920,medium,120
d17,A19,ey1,2160,jet,120
d18,E24,ey2,2280,medium,120
d19,B1,ey2,2520,medium,120
d20,B9,ey1,2640,heavy,120
d21,E27,ey2,2760,medium,120
